,0
2998,1
2999,1
3000,7
3001,7
3002,1
3003,5
3004,2
3005,0
3006,1
3007,5
3008,1
3009,1
3010,6
3011,2
3012,3
3013,1
3014,1
3015,1
3016,1
3017,6
3018,0
3019,2
3020,1
3021,0
3022,1
3023,1
3024,2
3025,1
3026,1
3027,1
3028,1
3029,1
3030,5
3031,1
3032,1
3033,5
3034,7
3035,2
3036,1
3037,7
3038,1
3039,0
3040,0
3041,7
3042,1
3043,2
3044,1
3045,6
3046,2
3047,1
3048,0
3049,2
3050,5
3051,0
3052,1
3053,7
3054,0
3055,0
3056,7
3057,3
3058,4
3059,1
3060,5
3061,1
3062,1
3063,0
3064,7
3065,1
3066,0
3067,1
3068,1
3069,7
3070,6
3071,1
3072,1
3073,1
3074,1
3075,2
3076,5
3077,1
3078,1
3079,1
3080,1
3081,1
3082,1
3083,5
3084,7
3085,1
3086,1
3087,1
3088,5
3089,1
3090,5
3091,1
3092,1
3093,0
3094,2
3095,1
3096,1
3097,1
3098,1
3099,6
3100,1
3101,0
3102,7
3103,1
3104,1
3105,0
3106,2
3107,7
3108,1
3109,0
3110,2
3111,6
3112,1
3113,1
3114,1
3115,1
3116,5
3117,2
3118,2
3119,6
3120,7
3121,1
3122,2
3123,1
3124,1
3125,5
3126,1
3127,2
3128,1
3129,7
3130,1
3131,1
3132,5
3133,1
3134,1
3135,7
3136,7
3137,2
3138,6
3139,2
3140,1
3141,5
3142,5
3143,5
3144,1
3145,7
3146,0
3147,7
3148,2
3149,1
3150,3
3151,1
3152,1
3153,1
3154,1
3155,1
3156,6
3157,1
3158,1
3159,5
3160,5
3161,0
3162,2
3163,7
3164,1
3165,1
3166,2
3167,5
3168,2
3169,1
3170,3
3171,2
3172,1
3173,0
3174,7
3175,5
3176,2
3177,5
3178,1
3179,0
3180,1
3181,1
3182,5
3183,1
3184,7
3185,2
3186,2
3187,0
3188,5
3189,0
3190,2
3191,2
3192,5
3193,0
3194,1
3195,6
3196,1
3197,1
3198,0
3199,1
3200,1
3201,5
3202,6
3203,1
3204,1
3205,7
3206,1
3207,1
3208,1
3209,0
3210,1
3211,2
3212,3
3213,7
3214,7
3215,1
3216,7
3217,1
3218,5
3219,0
3220,7
3221,1
3222,7
3223,0
3224,1
3225,1
3226,2
3227,1
3228,2
3229,1
3230,5
3231,7
3232,1
3233,1
3234,7
3235,2
3236,5
3237,7
3238,1
3239,1
3240,1
3241,2
3242,6
3243,2
3244,4
3245,5
3246,7
3247,7
3248,7
3249,6
3250,1
3251,5
3252,1
3253,3
3254,1
3255,2
3256,1
3257,5
3258,7
3259,1
3260,1
3261,1
3262,5
3263,2
3264,1
3265,1
3266,7
3267,0
3268,1
3269,7
3270,1
3271,5
3272,1
3273,1
3274,3
3275,1
3276,0
3277,6
3278,1
3279,1
3280,0
3281,1
3282,5
3283,1
3284,2
3285,1
3286,7
3287,3
3288,1
3289,1
3290,0
3291,2
3292,7
3293,1
3294,2
3295,1
3296,5
3297,1
3298,5
3299,1
3300,1
3301,2
3302,1
3303,7
3304,1
3305,1
3306,1
3307,1
3308,7
3309,6
3310,1
3311,1
3312,1
3313,3
3314,5
3315,1
3316,0
3317,1
3318,1
3319,6
3320,1
3321,6
3322,3
3323,5
3324,3
3325,6
3326,0
3327,1
3328,1
3329,1
3330,7
3331,4
3332,1
3333,1
3334,2
3335,1
3336,7
3337,1
3338,1
3339,2
3340,1
3341,3
3342,1
3343,1
3344,0
3345,3
3346,1
3347,7
3348,1
3349,2
3350,1
3351,1
3352,7
3353,0
3354,1
3355,7
3356,0
3357,5
3358,7
3359,6
3360,2
3361,1
3362,1
3363,1
3364,2
3365,1
3366,2
3367,6
3368,0
3369,2
3370,1
3371,1
3372,7
3373,6
3374,0
3375,0
3376,1
3377,2
3378,6
3379,0
3380,7
3381,1
3382,5
3383,2
3384,5
3385,1
3386,6
3387,1
3388,2
3389,1
3390,3
3391,1
3392,1
3393,3
3394,0
3395,0
3396,1
3397,1
3398,2
3399,4
3400,1
3401,2
3402,6
3403,1
3404,6
3405,5
3406,1
3407,1
3408,7
3409,1
3410,5
3411,1
3412,7
3413,5
3414,4
3415,1
3416,7
3417,0
3418,1
3419,1
3420,7
3421,1
3422,0
3423,1
3424,7
3425,6
3426,2
3427,7
3428,2
3429,2
3430,1
3431,1
3432,1
3433,3
3434,1
3435,1
3436,1
3437,1
3438,0
3439,1
3440,1
3441,2
3442,6
3443,5
3444,1
3445,1
3446,0
3447,1
3448,1
3449,1
3450,0
3451,4
3452,0
3453,7
3454,7
3455,2
3456,1
3457,1
3458,1
3459,1
3460,1
3461,0
3462,7
3463,1
3464,1
3465,1
3466,1
3467,6
3468,7
3469,2
3470,1
3471,3
3472,2
3473,1
3474,1
3475,1
3476,6
3477,1
3478,1
3479,1
3480,4
3481,7
3482,3
3483,2
3484,2
3485,5
3486,0
3487,1
3488,0
3489,6
3490,1
3491,6
3492,1
3493,6
3494,1
3495,3
3496,7
3497,1
3498,1
3499,0
3500,1
3501,6
3502,1
3503,5
3504,1
3505,5
3506,5
3507,2
3508,1
3509,3
3510,7
3511,1
3512,4
3513,1
3514,1
3515,5
3516,0
3517,7
3518,1
3519,1
3520,7
3521,7
3522,5
3523,5
3524,7
3525,1
3526,6
3527,2
3528,2
3529,5
3530,7
3531,7
3532,6
3533,0
3534,0
3535,0
3536,6
3537,0
3538,0
3539,3
3540,0
3541,1
3542,1
3543,6
3544,0
3545,1
3546,4
3547,6
3548,1
3549,7
3550,3
3551,1
3552,7
3553,0
3554,1
3555,1
3556,0
3557,1
3558,0
3559,1
3560,6
3561,0
3562,1
3563,5
3564,3
3565,1
3566,0
3567,1
3568,1
3569,1
3570,1
3571,0
3572,7
3573,1
3574,1
3575,0
3576,2
3577,5
3578,5
3579,6
3580,1
3581,6
3582,7
3583,0
3584,5
3585,1
3586,1
3587,5
3588,1
3589,5
3590,3
3591,5
3592,1
3593,1
3594,1
3595,0
3596,1
3597,6
3598,3
3599,2
3600,0
3601,1
3602,1
3603,1
3604,1
3605,3
3606,1
3607,6
3608,1
3609,2
3610,1
3611,1
3612,2
3613,3
3614,1
3615,1
3616,4
3617,1
3618,2
3619,1
3620,3
3621,1
3622,0
3623,1
3624,2
3625,7
3626,5
3627,0
3628,2
3629,1
3630,7
3631,1
3632,1
3633,1
3634,1
3635,1
3636,7
3637,6
3638,1
3639,1
3640,6
3641,5
3642,1
3643,1
3644,1
3645,1
3646,7
3647,1
3648,1
3649,2
3650,2
3651,5
3652,1
3653,1
3654,5
3655,5
3656,1
3657,5
3658,2
3659,1
3660,1
3661,1
3662,1
3663,7
3664,7
3665,5
3666,7
3667,0
3668,1
3669,0
3670,1
3671,7
3672,1
3673,6
3674,1
3675,3
3676,5
3677,1
3678,5
3679,6
3680,5
3681,0
3682,1
3683,1
3684,4
3685,1
3686,7
3687,1
3688,2
3689,2
3690,6
3691,5
3692,1
3693,6
3694,1
3695,1
3696,1
3697,0
3698,6
3699,7
3700,1
3701,1
3702,7
3703,7
3704,0
3705,1
3706,0
3707,1
3708,1
3709,1
3710,7
3711,5
3712,1
3713,1
3714,1
3715,5
3716,0
3717,1
3718,1
3719,0
3720,1
3721,7
3722,2
3723,1
3724,1
3725,1
3726,1
3727,5
3728,1
3729,1
3730,7
3731,6
3732,6
3733,1
3734,1
3735,6
3736,7
3737,4
3738,7
3739,1
3740,1
3741,0
3742,2
3743,1
3744,1
3745,3
3746,1
3747,2
3748,1
3749,1
3750,2
3751,1
3752,7
3753,2
3754,5
3755,2
3756,1
3757,1
3758,2
3759,1
3760,2
3761,1
3762,2
3763,5
3764,5
3765,3
3766,7
3767,6
3768,1
3769,7
3770,1
3771,3
3772,7
3773,3
3774,1
3775,4
3776,5
3777,7
3778,1
3779,1
3780,0
3781,1
3782,7
3783,5
3784,2
3785,6
3786,7
3787,6
3788,0
3789,1
3790,0
3791,0
3792,1
3793,2
3794,1
3795,1
3796,5
3797,3
3798,1
3799,2
3800,1
3801,1
3802,1
3803,1
3804,3
3805,7
3806,1
3807,1
3808,4
3809,1
3810,7
3811,5
3812,1
3813,0
3814,1
3815,1
3816,5
3817,7
3818,1
3819,1
3820,1
3821,5
3822,1
3823,1
3824,7
3825,1
3826,0
3827,7
3828,3
3829,1
3830,2
3831,1
3832,4
3833,1
3834,1
3835,1
3836,1
3837,5
3838,1
3839,7
3840,1
3841,1
3842,7
3843,2
3844,1
3845,2
3846,0
3847,7
3848,1
3849,1
3850,7
3851,3
3852,0
3853,1
3854,5
3855,1
3856,7
3857,1
3858,3
3859,1
3860,6
3861,1
3862,1
3863,7
3864,6
3865,5
3866,1
3867,6
3868,0
3869,1
3870,1
3871,1
3872,5
3873,6
3874,7
3875,2
3876,1
3877,1
3878,1
3879,0
3880,1
3881,1
3882,7
3883,1
3884,1
3885,1
3886,1
3887,1
3888,0
3889,1
3890,1
3891,1
3892,1
3893,1
3894,1
3895,7
3896,6
3897,7
3898,1
3899,6
3900,7
3901,1
3902,1
3903,7
3904,1
3905,3
3906,1
3907,0
3908,3
3909,2
3910,2
3911,6
3912,5
3913,3
3914,1
3915,2
3916,2
3917,7
3918,2
3919,7
3920,5
3921,1
3922,7
3923,2
3924,1
3925,1
3926,1
3927,1
3928,1
3929,1
3930,5
3931,1
3932,1
3933,1
3934,3
3935,2
3936,3
3937,1
3938,6
3939,1
3940,1
3941,0
3942,7
3943,1
3944,1
3945,7
3946,0
3947,1
3948,5
3949,5
3950,7
3951,2
3952,1
3953,6
3954,2
3955,3
3956,1
3957,0
3958,1
3959,2
3960,1
3961,2
3962,2
3963,2
3964,1
3965,6
3966,7
3967,1
3968,1
3969,1
3970,7
3971,1
3972,1
3973,1
3974,1
3975,1
3976,3
3977,1
3978,1
3979,1
3980,1
3981,1
3982,0
3983,7
3984,0
3985,0
3986,2
3987,5
3988,6
3989,1
3990,1
3991,0
3992,1
3993,3
3994,6
3995,0
3996,7
3997,7
3998,7
3999,1
4000,1
4001,1
4002,3
4003,6
4004,1
4005,1
4006,1
4007,1
4008,1
4009,7
4010,1
4011,0
4012,0
4013,1
4014,1
4015,2
4016,2
4017,1
4018,1
4019,1
4020,1
4021,7
4022,6
4023,2
4024,6
4025,1
4026,5
4027,1
4028,1
4029,1
4030,0
4031,1
4032,7
4033,1
4034,7
4035,6
4036,1
4037,1
4038,2
4039,6
4040,7
4041,1
4042,0
4043,1
4044,1
4045,2
4046,5
4047,1
4048,1
4049,4
4050,1
4051,1
4052,2
4053,6
4054,1
4055,1
4056,2
4057,6
4058,2
4059,7
4060,1
4061,6
4062,0
4063,1
4064,5
4065,2
4066,5
4067,6
4068,1
4069,1
4070,1
4071,2
4072,1
4073,4
4074,6
4075,3
4076,2
4077,3
4078,6
4079,6
4080,1
4081,4
4082,3
4083,1
4084,2
4085,0
4086,2
4087,0
4088,5
4089,1
4090,1
4091,7
4092,1
4093,6
4094,1
4095,1
4096,1
4097,0
4098,1
4099,6
4100,7
4101,2
4102,0
4103,0
4104,0
4105,7
4106,5
4107,1
4108,1
4109,3
4110,5
4111,1
4112,1
4113,2
4114,1
4115,5
4116,0
4117,1
4118,1
4119,5
4120,7
4121,1
4122,7
4123,1
4124,1
4125,1
4126,1
4127,0
4128,1
4129,0
4130,0
4131,6
4132,1
4133,1
4134,7
4135,1
4136,6
4137,7
4138,6
4139,5
4140,0
4141,1
4142,1
4143,1
4144,2
4145,5
4146,7
4147,1
4148,5
4149,7
4150,5
4151,7
4152,0
4153,1
4154,0
4155,0
4156,1
4157,1
4158,1
4159,4
4160,1
4161,5
4162,5
4163,1
4164,0
4165,7
4166,3
4167,2
4168,1
4169,1
4170,1
4171,1
4172,1
4173,5
4174,1
4175,1
4176,2
4177,1
4178,5
4179,7
4180,1
4181,5
4182,1
4183,0
4184,0
4185,2
4186,5
4187,1
4188,2
4189,3
4190,5
4191,1
4192,2
4193,5
4194,7
4195,1
4196,7
4197,1
4198,2
4199,1
4200,3
4201,1
4202,2
4203,4
4204,2
4205,0
4206,3
4207,1
4208,2
4209,6
4210,0
4211,2
4212,5
4213,3
4214,1
4215,1
4216,1
4217,1
4218,7
4219,7
4220,1
4221,7
4222,1
4223,2
4224,0
4225,1
4226,1
4227,4
4228,0
4229,3
4230,5
4231,2
4232,1
4233,7
4234,2
4235,1
4236,5
4237,1
4238,0
4239,1
4240,1
4241,0
4242,1
4243,7
4244,1
4245,6
4246,7
4247,6
4248,1
4249,5
4250,1
4251,5
4252,1
4253,2
4254,0
4255,6
4256,1
4257,7
4258,1
4259,1
4260,1
4261,2
4262,2
4263,5
4264,0
4265,1
4266,5
4267,1
4268,6
4269,3
4270,7
4271,1
4272,1
4273,1
4274,7
4275,1
4276,6
4277,1
4278,2
4279,5
4280,1
4281,1
4282,7
4283,2
4284,1
4285,2
4286,1
4287,6
4288,1
4289,2
4290,7
4291,7
4292,1
4293,3
4294,1
4295,3
4296,1
4297,7
4298,1
4299,6
4300,4
4301,1
4302,1
4303,2
4304,2
4305,7
4306,6
4307,7
4308,5
4309,7
4310,2
4311,1
4312,6
4313,2
4314,1
4315,2
4316,1
4317,6
4318,6
4319,2
4320,5
4321,1
4322,7
4323,1
4324,2
4325,5
4326,1
4327,1
4328,1
4329,2
4330,1
4331,2
4332,6
4333,7
4334,6
4335,1
4336,5
4337,1
4338,2
4339,5
4340,3
4341,2
4342,2
4343,1
4344,7
4345,5
4346,1
4347,1
4348,1
4349,4
4350,1
4351,6
4352,1
4353,5
4354,1
4355,5
4356,5
4357,3
4358,5
4359,1
4360,1
4361,1
4362,1
4363,7
4364,3
4365,1
4366,0
4367,5
4368,0
4369,1
4370,1
4371,5
4372,1
4373,1
4374,1
4375,4
4376,5
4377,6
4378,7
4379,2
4380,1
4381,6
4382,6
4383,1
4384,7
4385,1
4386,3
4387,1
4388,1
4389,1
4390,7
4391,7
4392,7
4393,0
4394,7
4395,0
4396,0
4397,2
4398,2
4399,6
4400,1
4401,6
4402,7
4403,5
4404,1
4405,2
4406,5
4407,1
4408,5
4409,3
4410,2
4411,1
4412,6
4413,1
4414,2
4415,0
4416,1
4417,5
4418,0
4419,5
4420,3
4421,1
4422,0
4423,5
4424,1
4425,1
4426,2
4427,1
4428,1
4429,7
4430,1
4431,2
4432,0
4433,1
4434,1
4435,1
4436,7
4437,5
4438,0
4439,1
4440,0
4441,7
4442,1
4443,1
4444,0
4445,6
4446,4
4447,5
4448,1
4449,5
4450,7
4451,1
4452,5
4453,1
4454,1
4455,4
4456,1
4457,1
4458,1
4459,2
4460,5
4461,7
4462,0
4463,5
4464,5
4465,1
4466,1
4467,2
4468,7
4469,5
4470,2
4471,0
4472,0
4473,2
4474,1
4475,1
4476,0
4477,1
4478,1
4479,7
4480,0
4481,1
4482,7
4483,1
4484,3
4485,1
4486,1
4487,1
4488,1
4489,5
4490,3
4491,1
4492,1
4493,6
4494,2
4495,7
4496,7
4497,5
4498,1
4499,6
4500,3
4501,0
4502,1
4503,3
4504,1
4505,2
4506,4
4507,1
4508,5
4509,1
4510,1
4511,1
4512,2
4513,0
4514,1
4515,0
4516,1
4517,1
4518,2
4519,1
4520,7
4521,1
4522,0
4523,7
4524,1
4525,7
4526,0
4527,7
4528,6
4529,7
4530,1
4531,2
4532,1
4533,5
4534,1
4535,2
4536,1
4537,1
4538,3
4539,0
4540,1
4541,7
4542,1
4543,2
4544,2
4545,6
4546,7
4547,0
4548,1
4549,1
4550,6
4551,5
4552,1
4553,1
4554,6
4555,5
4556,3
4557,0
4558,6
4559,1
4560,1
4561,2
4562,5
4563,1
4564,5
4565,7
4566,1
4567,6
4568,1
4569,1
4570,6
4571,5
4572,1
4573,0
4574,1
4575,1
4576,0
4577,1
4578,0
4579,1
4580,0
4581,7
4582,7
4583,1
4584,3
4585,6
4586,7
4587,1
4588,0
4589,1
4590,7
4591,1
4592,0
4593,5
4594,4
4595,2
4596,1
4597,5
4598,0
4599,1
4600,1
4601,1
4602,0
4603,1
4604,6
4605,7
4606,1
4607,7
4608,0
4609,1
4610,1
4611,3
4612,1
4613,0
4614,5
4615,1
4616,1
4617,5
4618,1
4619,1
4620,5
4621,1
4622,1
4623,1
4624,1
4625,1
4626,1
4627,7
4628,6
4629,0
4630,2
4631,3
4632,1
4633,3
4634,2
4635,2
4636,2
4637,5
4638,2
4639,1
4640,0
4641,7
4642,1
4643,4
4644,1
4645,1
4646,1
4647,1
4648,4
4649,1
4650,2
4651,1
4652,1
4653,1
4654,1
4655,1
4656,1
4657,1
4658,1
4659,7
4660,1
4661,1
4662,1
4663,7
4664,1
4665,1
4666,1
4667,1
4668,5
4669,1
4670,7
4671,1
4672,7
4673,2
4674,1
4675,1
4676,1
4677,7
4678,2
4679,0
4680,3
4681,2
4682,2
4683,2
4684,2
4685,1
4686,5
4687,1
4688,1
4689,1
4690,5
4691,1
4692,1
4693,6
4694,1
4695,7
4696,1
4697,1
4698,5
4699,1
4700,2
4701,6
4702,5
4703,0
4704,7
4705,3
4706,2
4707,5
4708,1
4709,3
4710,1
4711,5
4712,2
4713,2
4714,0
4715,1
4716,6
4717,0
4718,1
4719,7
4720,4
4721,4
4722,1
4723,1
4724,0
4725,1
4726,5
4727,5
4728,2
4729,7
4730,6
4731,1
4732,1
4733,4
4734,6
4735,6
4736,1
4737,3
4738,2
4739,1
4740,1
4741,3
4742,7
4743,7
4744,1
4745,0
4746,7
4747,1
4748,1
4749,0
4750,1
4751,1
4752,1
4753,5
4754,7
4755,7
4756,1
4757,6
4758,6
4759,3
4760,3
4761,6
4762,5
4763,1
4764,2
4765,7
4766,1
4767,7
4768,3
4769,6
4770,6
4771,2
4772,5
4773,2
4774,0
4775,0
4776,1
4777,2
4778,1
4779,2
4780,1
4781,1
4782,1
4783,2
4784,1
4785,7
4786,6
4787,7
4788,5
4789,2
4790,1
4791,2
4792,5
4793,1
4794,1
4795,1
4796,5
4797,1
4798,0
4799,1
4800,4
4801,7
4802,1
4803,1
4804,1
4805,4
4806,6
4807,1
4808,1
4809,6
4810,5
4811,1
4812,5
4813,1
4814,1
4815,1
4816,2
4817,1
4818,5
4819,0
4820,5
4821,1
4822,7
4823,1
4824,1
4825,2
4826,3
4827,1
4828,1
4829,7
4830,5
4831,7
4832,2
4833,6
4834,1
4835,1
4836,1
4837,1
4838,1
4839,1
4840,1
4841,2
4842,4
4843,5
4844,1
4845,2
4846,2
4847,1
4848,6
4849,7
4850,5
4851,0
4852,2
4853,5
4854,6
4855,6
4856,1
4857,1
4858,5
4859,1
4860,1
4861,5
4862,1
4863,5
4864,1
4865,2
4866,1
4867,1
4868,1
4869,1
4870,1
4871,7
4872,1
4873,7
4874,7
4875,6
4876,0
4877,3
4878,1
4879,2
4880,1
4881,1
4882,1
4883,6
4884,0
4885,3
4886,7
4887,1
4888,5
4889,5
4890,1
4891,7
4892,1
4893,5
4894,1
4895,0
4896,1
4897,0
4898,5
4899,1
4900,1
4901,1
4902,5
4903,1
4904,1
4905,1
4906,1
4907,1
4908,5
4909,6
4910,5
4911,1
4912,1
4913,1
4914,1
4915,0
4916,5
4917,0
4918,1
4919,1
4920,1
4921,1
4922,5
4923,0
4924,0
4925,1
4926,1
4927,1
4928,6
4929,1
4930,2
4931,1
4932,0
4933,7
4934,0
4935,3
4936,5
4937,1
4938,1
4939,1
4940,2
4941,1
4942,1
4943,1
4944,1
4945,1
4946,1
4947,2
4948,2
4949,6
4950,5
4951,6
4952,2
4953,1
4954,0
4955,1
4956,7
4957,2
4958,5
4959,7
4960,1
4961,0
4962,1
4963,1
4964,1
4965,7
4966,1
4967,0
4968,0
4969,1
4970,6
4971,5
4972,5
4973,5
4974,7
4975,3
4976,1
4977,1
4978,7
4979,4
4980,1
4981,2
4982,1
4983,1
4984,7
4985,1
4986,7
4987,1
4988,1
4989,3
4990,5
4991,5
4992,0
4993,0
4994,1
4995,1
4996,1
4997,2
4998,5
4999,5
5000,1
5001,6
5002,0
5003,1
5004,1
5005,2
5006,1
5007,6
5008,2
5009,2
5010,0
5011,7
5012,1
5013,1
5014,5
5015,3
5016,6
5017,6
5018,1
5019,1
5020,1
5021,1
5022,2
5023,2
5024,1
5025,5
5026,6
5027,1
5028,0
5029,1
5030,1
5031,7
5032,5
5033,2
5034,5
5035,1
5036,6
5037,5
5038,7
5039,6
5040,2
5041,1
5042,1
5043,1
5044,7
5045,1
5046,7
5047,1
5048,3
5049,5
5050,1
5051,6
5052,5
5053,1
5054,6
5055,1
5056,1
5057,7
5058,4
5059,5
5060,1
5061,7
5062,1
5063,5
5064,3
5065,1
5066,1
5067,1
5068,0
5069,0
5070,1
5071,1
5072,7
5073,7
5074,0
5075,7
5076,2
5077,2
5078,1
5079,7
5080,1
5081,0
5082,5
5083,5
5084,7
5085,1
5086,2
5087,1
5088,1
5089,3
5090,5
5091,1
5092,4
5093,6
5094,1
5095,6
5096,0
5097,6
5098,5
5099,2
5100,1
5101,1
5102,1
5103,1
5104,1
5105,4
5106,6
5107,3
5108,1
5109,1
5110,7
5111,1
5112,5
5113,1
5114,5
5115,2
5116,1
5117,1
5118,1
5119,7
5120,7
5121,4
5122,5
5123,1
5124,5
5125,1
5126,1
5127,1
5128,0
5129,5
5130,1
5131,1
5132,1
5133,1
5134,7
5135,7
5136,1
5137,2
5138,6
5139,0
5140,0
5141,1
5142,1
5143,4
5144,2
5145,1
5146,1
5147,2
5148,1
5149,1
5150,7
5151,1
5152,1
5153,5
5154,1
5155,7
5156,1
5157,3
5158,1
5159,1
5160,1
5161,2
5162,1
5163,1
5164,1
5165,1
5166,5
5167,2
5168,0
5169,0
5170,5
5171,1
5172,1
5173,7
5174,7
5175,5
5176,5
5177,5
5178,2
5179,0
5180,1
5181,3
5182,1
5183,2
5184,7
5185,2
5186,1
5187,0
5188,0
5189,7
5190,6
5191,0
5192,6
5193,1
5194,5
5195,4
5196,5
5197,1
5198,1
5199,1
5200,1
5201,1
5202,1
5203,1
5204,1
5205,7
5206,7
5207,2
5208,1
5209,3
5210,1
5211,7
5212,7
5213,5
5214,7
5215,1
5216,1
5217,5
5218,6
5219,1
5220,5
5221,1
5222,5
5223,1
5224,1
5225,1
5226,5
5227,1
5228,1
5229,1
5230,3
5231,0
5232,3
5233,0
5234,7
5235,5
5236,2
5237,5
5238,1
5239,1
5240,1
5241,1
5242,1
5243,1
5244,1
5245,7
5246,1
5247,7
5248,1
5249,1
5250,1
5251,7
5252,7
5253,1
5254,1
5255,6
5256,7
5257,1
5258,1
5259,1
5260,7
5261,2
5262,6
5263,7
5264,5
5265,1
5266,1
5267,1
5268,1
5269,1
5270,1
5271,7
5272,7
5273,1
5274,1
5275,1
5276,5
5277,1
5278,7
5279,1
5280,2
5281,0
5282,1
5283,1
5284,2
5285,1
5286,1
5287,0
5288,1
5289,1
5290,7
5291,2
5292,0
5293,7
5294,1
5295,5
5296,2
5297,1
5298,1
5299,1
5300,7
5301,1
5302,1
5303,1
5304,1
5305,7
5306,1
5307,6
5308,1
5309,5
5310,7
5311,0
5312,6
5313,1
5314,2
5315,3
5316,1
5317,0
5318,0
5319,7
5320,1
5321,1
5322,2
5323,7
5324,5
5325,1
5326,1
5327,7
5328,7
5329,7
5330,1
5331,7
5332,5
5333,5
5334,5
5335,6
5336,1
5337,2
5338,1
5339,1
5340,2
5341,7
5342,1
5343,6
5344,2
5345,1
5346,1
5347,2
5348,5
5349,1
5350,5
5351,1
5352,2
5353,0
5354,7
5355,1
5356,5
5357,0
5358,1
5359,1
5360,1
5361,1
5362,5
5363,0
5364,4
5365,1
5366,1
5367,1
5368,3
5369,7
5370,1
5371,7
5372,2
5373,7
5374,7
5375,7
5376,7
5377,5
5378,6
5379,1
5380,6
5381,1
5382,1
5383,1
5384,1
5385,2
5386,1
5387,2
5388,5
5389,3
5390,1
5391,1
5392,1
5393,0
5394,7
5395,3
5396,3
5397,1
5398,0
5399,1
5400,5
5401,1
5402,2
5403,1
5404,1
5405,1
5406,0
5407,7
5408,1
5409,0
5410,1
5411,1
5412,1
5413,5
5414,0
5415,1
5416,1
5417,0
5418,1
5419,1
5420,1
5421,1
5422,1
5423,0
5424,1
5425,1
5426,0
5427,2
5428,7
5429,1
5430,1
5431,1
5432,1
5433,7
5434,0
5435,0
5436,1
5437,1
5438,7
5439,1
5440,1
5441,1
5442,4
5443,5
5444,0
5445,1
5446,5
5447,1
5448,5
5449,5
5450,2
5451,2
5452,1
5453,5
5454,0
5455,3
5456,7
5457,5
5458,1
5459,1
5460,1
5461,1
5462,0
5463,1
5464,5
5465,2
5466,1
5467,1
5468,1
5469,1
5470,6
5471,5
5472,7
5473,1
5474,1
5475,5
5476,2
5477,2
5478,7
5479,1
5480,4
5481,1
5482,7
5483,3
5484,6
5485,7
5486,2
5487,1
5488,2
5489,7
5490,1
5491,2
5492,7
5493,1
5494,2
5495,1
5496,4
5497,1
5498,2
5499,1
5500,2
5501,1
5502,1
5503,1
5504,0
5505,5
5506,1
5507,3
5508,5
5509,3
5510,1
5511,1
5512,6
5513,5
5514,1
5515,7
5516,1
5517,7
5518,1
5519,1
5520,1
5521,1
5522,3
5523,1
5524,7
5525,7
5526,5
5527,7
5528,7
5529,1
5530,2
5531,1
5532,1
5533,5
5534,3
5535,7
5536,2
5537,1
5538,6
5539,0
5540,1
5541,0
5542,1
5543,7
5544,0
5545,1
5546,6
5547,2
5548,0
5549,1
5550,7
5551,7
5552,7
5553,1
5554,1
5555,1
5556,1
5557,1
5558,5
5559,1
5560,1
5561,5
5562,1
5563,5
5564,1
5565,1
5566,1
5567,6
5568,3
5569,7
5570,2
5571,1
5572,5
5573,4
5574,7
5575,1
5576,1
5577,1
5578,0
5579,0
5580,4
5581,1
5582,6
5583,1
5584,0
5585,1
5586,1
5587,1
5588,7
5589,7
5590,5
5591,3
5592,2
5593,7
5594,7
5595,1
5596,1
5597,1
5598,5
5599,1
5600,6
5601,1
5602,1
5603,1
5604,7
5605,1
5606,1
5607,7
5608,3
5609,3
5610,2
5611,1
5612,7
5613,7
5614,2
5615,1
5616,0
5617,1
5618,2
5619,1
5620,1
5621,7
5622,3
5623,5
5624,6
5625,0
5626,1
5627,1
5628,0
5629,4
5630,2
5631,1
5632,1
5633,1
5634,7
5635,1
5636,2
5637,7
5638,1
5639,5
5640,1
5641,1
5642,0
5643,1
5644,0
5645,6
5646,6
5647,1
5648,1
5649,1
5650,6
5651,1
5652,5
5653,2
5654,6
5655,7
5656,1
5657,1
5658,1
5659,1
5660,1
5661,0
5662,1
5663,6
5664,0
5665,7
5666,5
5667,6
5668,0
5669,1
5670,1
5671,1
5672,1
5673,1
5674,0
5675,3
5676,2
5677,1
5678,4
5679,1
5680,6
5681,1
5682,1
5683,1
5684,0
5685,7
5686,1
5687,5
5688,1
5689,0
5690,6
5691,0
5692,1
5693,1
5694,1
5695,7
5696,2
5697,1
5698,5
5699,6
5700,7
5701,1
5702,1
5703,1
5704,7
5705,5
5706,2
5707,2
5708,1
5709,1
5710,5
5711,0
5712,3
5713,7
5714,1
5715,1
5716,0
5717,2
5718,1
5719,2
5720,1
5721,1
5722,3
5723,2
5724,1
5725,7
5726,1
5727,1
5728,1
5729,1
5730,2
5731,5
5732,5
5733,7
5734,0
5735,5
5736,1
5737,1
5738,1
5739,1
5740,5
5741,1
5742,5
5743,3
5744,3
5745,6
5746,1
5747,5
5748,1
5749,3
5750,1
5751,7
5752,1
5753,5
5754,1
5755,1
5756,1
5757,3
5758,2
5759,1
5760,1
5761,1
5762,7
5763,1
5764,1
5765,4
5766,1
5767,2
5768,2
5769,5
5770,6
5771,2
5772,7
5773,1
5774,5
5775,1
5776,3
5777,2
5778,3
5779,5
5780,3
5781,1
5782,3
5783,0
5784,5
5785,1
5786,0
5787,7
5788,0
5789,1
5790,7
5791,1
5792,2
5793,3
5794,0
5795,2
5796,1
